CHEBI_GO_EXT:agonist	GO:0048018
GO_EXT:0008833	GO:0008833
GO_EXT:0008834	GO:0008834
GO_EXT:0008835	GO:0008835
GO_EXT:0008836	GO:0008836
GO_EXT:0008837	GO:0008837
GO_EXT:0008838	GO:0008838
GO_EXT:0008839	GO:0008839
GO_EXT:0008840	GO:0008840
GO_EXT:0008841	GO:0008841
GO_EXT:0008842	GO:0008842
GO_EXT:0008843	GO:0008843
GO_EXT:0008847	GO:0008847
GO_EXT:0008849	GO:0008849
GO_EXT:0008851	GO:0008851
GO_EXT:0008852	GO:0008852
GO_EXT:0008853	GO:0008853
GO_EXT:0008854	GO:0008854
GO_EXT:0008855	GO:0008855
GO_EXT:0008856	GO:0008856
GO_EXT:0008859	GO:0008859
GO_EXT:0008860	GO:0008860
GO_EXT:0008861	GO:0008861
GO_EXT:0008863	GO:0008863
GO_EXT:0008864	GO:0008864
GO_EXT:0008865	GO:0008865
GO_EXT:0008866	GO:0008866
GO_EXT:0008867	GO:0008867
GO_EXT:0008868	GO:0008868
GO_EXT:0008869	GO:0008869
GO_EXT:0008870	GO:0008870
GO_EXT:0008871	GO:0008871
GO_EXT:0008872	GO:0008872
GO_EXT:0008873	GO:0008873
GO_EXT:0008874	GO:0008874
GO_EXT:0008875	GO:0008875
GO_EXT:0008876	GO:0008876
GO_EXT:0008877	GO:0008877
GO_EXT:0008878	GO:0008878
GO_EXT:0008879	GO:0008879
GO_EXT:0008880	GO:0008880
GO_EXT:0008881	GO:0008881
GO_EXT:0008882	GO:0008882
GO_EXT:0008883	GO:0008883
GO_EXT:0008884	GO:0008884
GO_EXT:0008885	GO:0008885
GO_EXT:0008886	GO:0008886
GO_EXT:0008887	GO:0008887
GO_EXT:0008888	GO:0008888
GO_EXT:0008889	GO:0008889
GO_EXT:0008890	GO:0008890
GO_EXT:0008891	GO:0008891
GO_EXT:0008892	GO:0008892
GO_EXT:0008893	GO:0008893
GO_EXT:0008894	GO:0008894
GO_EXT:0008897	GO:0008897
GO_EXT:0008898	GO:0008898
GO_EXT:0008899	GO:0008899
GO_EXT:0008900	GO:0008900
GO_EXT:0008901	GO:0008901
GO_EXT:0008902	GO:0008902
GO_EXT:0008903	GO:0008903
GO_EXT:0008904	GO:0008904
GO_EXT:0008905	GO:0008905
GO_EXT:0008906	GO:0008906
GO_EXT:0008907	GO:0008907
GO_EXT:0008908	GO:0008908
GO_EXT:0008909	GO:0008909
GO_EXT:0008910	GO:0008910
GO_EXT:0008911	GO:0008911
GO_EXT:0008912	GO:0008912
GO_EXT:0008913	GO:0008913
GO_EXT:0008914	GO:0008914
GO_EXT:0008915	GO:0008915
GO_EXT:0008917	GO:0008917
GO_EXT:0008918	GO:0008918
GO_EXT:0008919	GO:0008919
GO_EXT:0008920	GO:0008920
GO_EXT:0008921	GO:0008921
GO_EXT:0008922	GO:0008922
GO_EXT:0008923	GO:0008923
GO_EXT:0008924	GO:0008924
GO_EXT:0008925	GO:0008925
GO_EXT:0008926	GO:0008926
GO_EXT:0008927	GO:0008927
GO_EXT:0008928	GO:0008928
GO_EXT:0008929	GO:0008929
GO_EXT:0008930	GO:0008930
GO_EXT:0008932	GO:0008932
GO_EXT:0008933	GO:0008933
GO_EXT:0008934	GO:0008934
GO_EXT:0008935	GO:0008935
GO_EXT:0008936	GO:0008936
GO_EXT:0008937	GO:0008937
GO_EXT:0008938	GO:0008938
GO_EXT:0008939	GO:0008939
GO_EXT:0008940	GO:0008940
GO_EXT:0008941	GO:0008941
GO_EXT:0008942	GO:0008942
GO_EXT:0008946	GO:0008946
GO_EXT:0008948	GO:0008948
GO_EXT:0008949	GO:0008949
GO_EXT:0008951	GO:0008951
GO_EXT:0008953	GO:0008953
GO_EXT:0008955	GO:0008955
GO_EXT:0008957	GO:0008957
GO_EXT:0008959	GO:0008959
GO_EXT:0008960	GO:0008960
GO_EXT:0008961	GO:0008961
GO_EXT:0008962	GO:0008962
GO_EXT:0008963	GO:0008963
GO_EXT:0008964	GO:0008964
GO_EXT:0008965	GO:0008965
GO_EXT:0008966	GO:0008966
GO_EXT:0008967	GO:0008967
GO_EXT:0008968	GO:0008968
GO_EXT:0008969	GO:0008969
GO_EXT:0008970	GO:0008970
GO_EXT:0008972	GO:0008972
GO_EXT:0008973	GO:0008973
GO_EXT:0008974	GO:0008974
GO_EXT:0008976	GO:0008976
GO_EXT:0008977	GO:0008977
GO_EXT:0008979	GO:0008979
GO_EXT:0008980	GO:0008980
GO_EXT:0008982	GO:0008982
GO_EXT:0008983	GO:0008983
GO_EXT:0008984	GO:0008984
GO_EXT:0008986	GO:0008986
GO_EXT:0008987	GO:0008987
GO_EXT:0008988	GO:0008988
GO_EXT:0008989	GO:0008989
GO_EXT:0008990	GO:0008990
GO_EXT:0008993	GO:0008993
GO_EXT:0008994	GO:0008994
GO_EXT:0008995	GO:0008995
GO_EXT:0008996	GO:0008996
GO_EXT:0008997	GO:0008997
GO_EXT:0008998	GO:0008998
GO_EXT:0008999	GO:0008999
GO_EXT:0009000	GO:0009000
GO_EXT:0009001	GO:0009001
GO_EXT:0009002	GO:0009002
GO_EXT:0009007	GO:0009007
GO_EXT:0009008	GO:0009008
GO_EXT:0009009	GO:0009009
GO_EXT:0009010	GO:0009010
GO_EXT:0009011	GO:0009011
GO_EXT:0009012	GO:0009012
GO_EXT:0009013	GO:0009013
GO_EXT:0009014	GO:0009014
GO_EXT:0009015	GO:0009015
GO_EXT:0009016	GO:0009016
GO_EXT:0009017	GO:0009017
GO_EXT:0009018	GO:0009018
GO_EXT:0009019	GO:0009019
GO_EXT:0009020	GO:0009020
GO_EXT:0009022	GO:0009022
GO_EXT:0009024	GO:0009024
GO_EXT:0009025	GO:0009025
GO_EXT:0009026	GO:0009026
GO_EXT:0009027	GO:0009027
GO_EXT:0009028	GO:0009028
GO_EXT:0009029	GO:0009029
GO_EXT:0009030	GO:0009030
GO_EXT:0009032	GO:0009032
GO_EXT:0009033	GO:0009033
GO_EXT:0009034	GO:0009034
GO_EXT:0009035	GO:0009035
GO_EXT:0009036	GO:0009036
GO_EXT:0009037	GO:0009037
GO_EXT:0009038	GO:0009038
GO_EXT:0009039	GO:0009039
GO_EXT:0009040	GO:0009040
GO_EXT:0009041	GO:0009041
GO_EXT:0009042	GO:0009042
GO_EXT:0009044	GO:0009044
GO_EXT:0009045	GO:0009045
GO_EXT:0009046	GO:0009046
GO_EXT:0009055	GO:0009055
GO_EXT:0009374	GO:0009374
GO_EXT:0009378	GO:0009378
GO_EXT:0009381	GO:0009381
GO_EXT:0009383	GO:0009383
GO_EXT:0009384	GO:0009384
GO_EXT:0009385	GO:0009385
GO_EXT:0009389	GO:0009389
GO_EXT:0009392	GO:0009392
GO_EXT:0009400	GO:0009400
GO_EXT:0009486	GO:0009486
GO_EXT:0009496	GO:0009496
GO_EXT:0009540	GO:0009540
GO_EXT:0009669	GO:0009669
GO_EXT:0009670	GO:0009670
GO_EXT:0009671	GO:0009671
GO_EXT:0009672	GO:0009672
GO_EXT:0009673	GO:0009673
GO_EXT:0009674	GO:0009674
GO_EXT:0009675	GO:0009675
GO_EXT:0009676	GO:0009676
GO_EXT:0009678	GO:0009678
GO_EXT:0009679	GO:0009679
GO_EXT:0009702	GO:0009702
GO_EXT:0009703	GO:0009703
GO_EXT:0009784	GO:0009784
GO_EXT:0009815	GO:0009815
GO_EXT:0009824	GO:0009824
GO_EXT:0009881	GO:0009881
GO_EXT:0009882	GO:0009882
GO_EXT:0009883	GO:0009883
GO_EXT:0009884	GO:0009884
GO_EXT:0009885	GO:0009885
GO_EXT:0009899	GO:0009899
GO_EXT:0009905	GO:0009905
GO_EXT:0009916	GO:0009916
GO_EXT:0009917	GO:0009917
GO_EXT:0009918	GO:0009918
GO_EXT:0009922	GO:0009922
GO_EXT:0009924	GO:0009924
GO_EXT:0009927	GO:0009927
GO_EXT:0009931	GO:0009931
GO_EXT:0009940	GO:0009940
GO_EXT:0009973	GO:0009973
GO_EXT:0009974	GO:0009974
GO_EXT:0009975	GO:0009975
GO_EXT:0009976	GO:0009976
GO_EXT:0009977	GO:0009977
GO_EXT:0009978	GO:0009978
GO_EXT:0009979	GO:0009979
GO_EXT:0009982	GO:0009982
GO_EXT:0010011	GO:0010011
GO_EXT:0010012	GO:0010012
GO_EXT:0010013	GO:0010013
GO_EXT:0010174	GO:0010174
GO_EXT:0010175	GO:0010175
GO_EXT:0010176	GO:0010176
GO_EXT:0010177	GO:0010177
GO_EXT:0010178	GO:0010178
GO_EXT:0010179	GO:0010179
GO_EXT:0010180	GO:0010180
GO_EXT:0010181	GO:0010181
GO_EXT:0010209	GO:0010209
GO_EXT:0010210	GO:0010210
GO_EXT:0010211	GO:0010211
GO_EXT:0010242	GO:0010242
GO_EXT:0010276	GO:0010276
GO_EXT:0010277	GO:0010277
GO_EXT:0010279	GO:0010279
GO_EXT:0010280	GO:0010280
GO_EXT:0010283	GO:0010283
GO_EXT:0010284	GO:0010284
GO_EXT:0010285	GO:0010285
GO_EXT:0010290	GO:0010290
GO_EXT:0010291	GO:0010291
GO_EXT:0010292	GO:0010292
GO_EXT:0010293	GO:0010293
GO_EXT:0010294	GO:0010294
GO_EXT:0010295	GO:0010295
GO_EXT:0010296	GO:0010296
GO_EXT:0010297	GO:0010297
GO_EXT:0010298	GO:0010298
GO_EXT:0010301	GO:0010301
GO_EXT:0010303	GO:0010303
GO_EXT:0010307	GO:0010307
GO_EXT:0010308	GO:0010308
GO_EXT:0010309	GO:0010309
GO_EXT:0010313	GO:0010313
GO_EXT:0010314	GO:0010314
GO_EXT:0010326	GO:0010326
GO_EXT:0010327	GO:0010327
GO_EXT:0010328	GO:0010328
GO_EXT:0010329	GO:0010329
GO_EXT:0010331	GO:0010331
GO_EXT:0010333	GO:0010333
GO_EXT:0010334	GO:0010334
GO_EXT:0010340	GO:0010340
GO_EXT:0010341	GO:0010341
GO_EXT:0010347	GO:0010347
GO_EXT:0010348	GO:0010348
GO_EXT:0010349	GO:0010349
GO_EXT:0010354	GO:0010354
GO_EXT:0010355	GO:0010355
GO_EXT:0010356	GO:0010356
GO_EXT:0010357	GO:0010357
GO_EXT:0010385	GO:0010385
GO_EXT:0010420	GO:0010420
GO_EXT:0010427	GO:0010427
GO_EXT:0010428	GO:0010428
GO_EXT:0010429	GO:0010429
GO_EXT:0010435	GO:0010435
GO_EXT:0010436	GO:0010436
GO_EXT:0010437	GO:0010437
GO_EXT:0010461	GO:0010461
GO_EXT:0010465	GO:0010465
GO_EXT:0010471	GO:0010471
GO_EXT:0010472	GO:0010472
GO_EXT:0010473	GO:0010473
GO_EXT:0010474	GO:0010474
GO_EXT:0010475	GO:0010475
GO_EXT:0010484	GO:0010484
GO_EXT:0010485	GO:0010485
GO_EXT:0010486	GO:0010486
GO_EXT:0010487	GO:0010487
GO_EXT:0010488	GO:0010488
GO_EXT:0010489	GO:0010489
GO_EXT:0010490	GO:0010490
GO_EXT:0010491	GO:0010491
GO_EXT:0010521	GO:0010521
GO_EXT:0010542	GO:0010542
GO_EXT:0010576	GO:0010576
GO_EXT:0010577	GO:0010577
GO_EXT:0010698	GO:0010698
GO_EXT:0010736	GO:0010736
GO_EXT:0010844	GO:0010844
GO_EXT:0010851	GO:0010851
GO_EXT:0010852	GO:0010852
GO_EXT:0010853	GO:0010853
GO_EXT:0010854	GO:0010854
GO_EXT:0010855	GO:0010855
GO_EXT:0010856	GO:0010856
GO_EXT:0010857	GO:0010857
GO_EXT:0010858	GO:0010858
GO_EXT:0010859	GO:0010859
GO_EXT:0010861	GO:0010861
GO_EXT:0010943	GO:0010943
GO_EXT:0010945	GO:0010945
GO_EXT:0010997	GO:0010997
GO_EXT:0015002	GO:0015002
GO_EXT:0015016	GO:0015016
GO_EXT:0015018	GO:0015018
GO_EXT:0015019	GO:0015019
GO_EXT:0015020	GO:0015020
GO_EXT:0015021	GO:0015021
GO_EXT:0015024	GO:0015024
GO_EXT:0015026	GO:0015026
GO_EXT:0015035	GO:0015035
GO_EXT:0015036	GO:0015036
GO_EXT:0015037	GO:0015037
GO_EXT:0015038	GO:0015038
GO_EXT:0015039	GO:0015039
GO_EXT:0015042	GO:0015042
GO_EXT:0015043	GO:0015043
GO_EXT:0015044	GO:0015044
GO_EXT:0015045	GO:0015045
GO_EXT:0015046	GO:0015046
GO_EXT:0015047	GO:0015047
GO_EXT:0015048	GO:0015048
GO_EXT:0015049	GO:0015049
GO_EXT:0015052	GO:0015052
GO_EXT:0015054	GO:0015054
GO_EXT:0015055	GO:0015055
GO_EXT:0015056	GO:0015056
GO_EXT:0015057	GO:0015057
GO_EXT:0015065	GO:0015065
GO_EXT:0015066	GO:0015066
GO_EXT:0015067	GO:0015067
GO_EXT:0015068	GO:0015068
GO_EXT:0015069	GO:0015069
GO_EXT:0015075	GO:0015075
GO_EXT:0015077	GO:0015077
GO_EXT:0015078	GO:0015078
GO_EXT:0015079	GO:0015079
GO_EXT:0015080	GO:0015080
GO_EXT:0015081	GO:0015081
GO_EXT:0015083	GO:0015083
GO_EXT:0015085	GO:0015085
GO_EXT:0015086	GO:0015086
GO_EXT:0015087	GO:0015087
GO_EXT:0015088	GO:0015088
GO_EXT:0015089	GO:0015089
GO_EXT:0015090	GO:0015090
GO_EXT:0015091	GO:0015091
GO_EXT:0015092	GO:0015092
GO_EXT:0015093	GO:0015093
GO_EXT:0015094	GO:0015094
GO_EXT:0015095	GO:0015095
GO_EXT:0015097	GO:0015097
GO_EXT:0015098	GO:0015098
GO_EXT:0015099	GO:0015099
GO_EXT:0015100	GO:0015100
GO_EXT:0015101	GO:0015101
GO_EXT:0015103	GO:0015103
GO_EXT:0015104	GO:0015104
GO_EXT:0015105	GO:0015105
GO_EXT:0015106	GO:0015106
GO_EXT:0015107	GO:0015107
GO_EXT:0015108	GO:0015108
GO_EXT:0015109	GO:0015109
GO_EXT:0015110	GO:0015110
GO_EXT:0015111	GO:0015111
GO_EXT:0015112	GO:0015112
GO_EXT:0015113	GO:0015113
GO_EXT:0015114	GO:0015114
GO_EXT:0015115	GO:0015115
GO_EXT:0015116	GO:0015116
GO_EXT:0015117	GO:0015117
GO_EXT:0015118	GO:0015118
GO_EXT:0015119	GO:0015119
GO_EXT:0015120	GO:0015120
GO_EXT:0015121	GO:0015121
GO_EXT:0015123	GO:0015123
GO_EXT:0015124	GO:0015124
GO_EXT:0015125	GO:0015125
GO_EXT:0015126	GO:0015126
GO_EXT:0015127	GO:0015127
GO_EXT:0015128	GO:0015128
GO_EXT:0015129	GO:0015129
GO_EXT:0015130	GO:0015130
GO_EXT:0015131	GO:0015131
GO_EXT:0015132	GO:0015132
GO_EXT:0015133	GO:0015133
GO_EXT:0015134	GO:0015134
GO_EXT:0015135	GO:0015135
GO_EXT:0015136	GO:0015136
GO_EXT:0015137	GO:0015137
GO_EXT:0015138	GO:0015138
GO_EXT:0015139	GO:0015139
GO_EXT:0015140	GO:0015140
GO_EXT:0015141	GO:0015141
GO_EXT:0015142	GO:0015142
GO_EXT:0015143	GO:0015143
GO_EXT:0015144	GO:0015144
GO_EXT:0015145	GO:0015145
GO_EXT:0015146	GO:0015146
GO_EXT:0015147	GO:0015147
GO_EXT:0015148	GO:0015148
GO_EXT:0015149	GO:0015149
GO_EXT:0015150	GO:0015150
GO_EXT:0015151	GO:0015151
GO_EXT:0015152	GO:0015152
GO_EXT:0015153	GO:0015153
GO_EXT:0015154	GO:0015154
GO_EXT:0015155	GO:0015155
GO_EXT:0015156	GO:0015156
GO_EXT:0015157	GO:0015157
GO_EXT:0015158	GO:0015158
GO_EXT:0015159	GO:0015159
GO_EXT:0015160	GO:0015160
GO_EXT:0015161	GO:0015161
GO_EXT:0015162	GO:0015162
GO_EXT:0015164	GO:0015164
GO_EXT:0015165	GO:0015165
GO_EXT:0015166	GO:0015166
GO_EXT:0015167	GO:0015167
GO_EXT:0015168	GO:0015168
GO_EXT:0015169	GO:0015169
GO_EXT:0015170	GO:0015170
GO_EXT:0015171	GO:0015171
GO_EXT:0015172	GO:0015172
GO_EXT:0015173	GO:0015173
GO_EXT:0015174	GO:0015174
GO_EXT:0015175	GO:0015175
GO_EXT:0015179	GO:0015179
GO_EXT:0015180	GO:0015180
GO_EXT:0015181	GO:0015181
GO_EXT:0015182	GO:0015182
GO_EXT:0015183	GO:0015183
GO_EXT:0015184	GO:0015184
GO_EXT:0015185	GO:0015185
GO_EXT:0015186	GO:0015186
GO_EXT:0015187	GO:0015187
GO_EXT:0015188	GO:0015188
GO_EXT:0015189	GO:0015189
GO_EXT:0015190	GO:0015190
GO_EXT:0015191	GO:0015191
GO_EXT:0015192	GO:0015192
GO_EXT:0015193	GO:0015193
GO_EXT:0015194	GO:0015194
GO_EXT:0015195	GO:0015195
GO_EXT:0015196	GO:0015196
GO_EXT:0015197	GO:0015197
GO_EXT:0015198	GO:0015198
GO_EXT:0015199	GO:0015199
GO_EXT:0015200	GO:0015200
GO_EXT:0015203	GO:0015203
GO_EXT:0015204	GO:0015204
GO_EXT:0015205	GO:0015205
GO_EXT:0015207	GO:0015207
GO_EXT:0015208	GO:0015208
GO_EXT:0015209	GO:0015209
GO_EXT:0015210	GO:0015210
GO_EXT:0015211	GO:0015211
GO_EXT:0015212	GO:0015212
GO_EXT:0015213	GO:0015213
GO_EXT:0015214	GO:0015214
GO_EXT:0015215	GO:0015215
GO_EXT:0015216	GO:0015216
GO_EXT:0015217	GO:0015217
GO_EXT:0015218	GO:0015218
GO_EXT:0015219	GO:0015219
GO_EXT:0015220	GO:0015220
GO_EXT:0015221	GO:0015221
GO_EXT:0015222	GO:0015222
GO_EXT:0015224	GO:0015224
GO_EXT:0015225	GO:0015225
GO_EXT:0015226	GO:0015226
GO_EXT:0015227	GO:0015227
GO_EXT:0015228	GO:0015228
GO_EXT:0015229	GO:0015229
GO_EXT:0015230	GO:0015230
GO_EXT:0015231	GO:0015231
GO_EXT:0015232	GO:0015232
GO_EXT:0015233	GO:0015233
GO_EXT:0015234	GO:0015234
GO_EXT:0015235	GO:0015235
GO_EXT:0015238	GO:0015238
GO_EXT:0015240	GO:0015240
GO_EXT:0015241	GO:0015241
GO_EXT:0015242	GO:0015242
GO_EXT:0015243	GO:0015243
GO_EXT:0015244	GO:0015244
GO_EXT:0015245	GO:0015245
GO_EXT:0015246	GO:0015246
GO_EXT:0015247	GO:0015247
GO_EXT:0015248	GO:0015248
GO_EXT:0015250	GO:0015250
GO_EXT:0015251	GO:0015251
GO_EXT:0015252	GO:0015252
GO_EXT:0015254	GO:0015254
GO_EXT:0015255	GO:0015255
GO_EXT:0015264	GO:0015264
GO_EXT:0015265	GO:0015265
GO_EXT:0015266	GO:0015266
GO_EXT:0015267	GO:0015267
GO_EXT:0015269	GO:0015269
GO_EXT:0015271	GO:0015271
GO_EXT:0015272	GO:0015272
GO_EXT:0015274	GO:0015274
GO_EXT:0015275	GO:0015275
GO_EXT:0015276	GO:0015276
GO_EXT:0015277	GO:0015277
GO_EXT:0015278	GO:0015278
GO_EXT:0015279	GO:0015279
GO_EXT:0015280	GO:0015280
GO_EXT:0015284	GO:0015284
GO_EXT:0015288	GO:0015288
GO_EXT:0015291	GO:0015291
GO_EXT:0015292	GO:0015292
GO_EXT:0015293	GO:0015293
GO_EXT:0015294	GO:0015294
GO_EXT:0015295	GO:0015295
GO_EXT:0015296	GO:0015296
GO_EXT:0015297	GO:0015297
GO_EXT:0015298	GO:0015298
GO_EXT:0015299	GO:0015299
GO_EXT:0015301	GO:0015301
GO_EXT:0015304	GO:0015304
GO_EXT:0015306	GO:0015306
GO_EXT:0015307	GO:0015307
GO_EXT:0015308	GO:0015308
GO_EXT:0015309	GO:0015309
GO_EXT:0015310	GO:0015310
GO_EXT:0015311	GO:0015311
GO_EXT:0015312	GO:0015312
GO_EXT:0015313	GO:0015313
GO_EXT:0015314	GO:0015314
GO_EXT:0015315	GO:0015315
GO_EXT:0015317	GO:0015317
GO_EXT:0015318	GO:0015318
GO_EXT:0015319	GO:0015319
GO_EXT:0015320	GO:0015320
GO_EXT:0015321	GO:0015321
GO_EXT:0015322	GO:0015322
GO_EXT:0015324	GO:0015324
GO_EXT:0015325	GO:0015325
GO_EXT:0015327	GO:0015327
GO_EXT:0015328	GO:0015328
GO_EXT:0015330	GO:0015330
GO_EXT:0015333	GO:0015333
GO_EXT:0015334	GO:0015334
GO_EXT:0015341	GO:0015341
GO_EXT:0015343	GO:0015343
GO_EXT:0015344	GO:0015344
GO_EXT:0015345	GO:0015345
GO_EXT:0015346	GO:0015346
GO_EXT:0015347	GO:0015347
GO_EXT:0015349	GO:0015349
GO_EXT:0015350	GO:0015350
GO_EXT:0015351	GO:0015351
GO_EXT:0015352	GO:0015352
GO_EXT:0015355	GO:0015355
GO_EXT:0015360	GO:0015360
GO_EXT:0015361	GO:0015361
GO_EXT:0015362	GO:0015362
GO_EXT:0015364	GO:0015364
GO_EXT:0015366	GO:0015366
GO_EXT:0015367	GO:0015367
GO_EXT:0015368	GO:0015368
GO_EXT:0015369	GO:0015369
GO_EXT:0015370	GO:0015370
GO_EXT:0015371	GO:0015371
GO_EXT:0015373	GO:0015373
GO_EXT:0015374	GO:0015374
GO_EXT:0015375	GO:0015375
GO_EXT:0015377	GO:0015377
GO_EXT:0015378	GO:0015378
GO_EXT:0015379	GO:0015379
GO_EXT:0015381	GO:0015381
GO_EXT:0015382	GO:0015382
GO_EXT:0015383	GO:0015383
GO_EXT:0015385	GO:0015385
GO_EXT:0015386	GO:0015386
GO_EXT:0015387	GO:0015387
GO_EXT:0015388	GO:0015388
GO_EXT:0015389	GO:0015389
GO_EXT:0015390	GO:0015390
GO_EXT:0015391	GO:0015391
GO_EXT:0015394	GO:0015394
GO_EXT:0015395	GO:0015395
GO_EXT:0015398	GO:0015398
GO_EXT:0015399	GO:0015399
GO_EXT:0015400	GO:0015400
GO_EXT:0015401	GO:0015401
GO_EXT:0015403	GO:0015403
GO_EXT:0015405	GO:0015405
GO_EXT:0015407	GO:0015407
GO_EXT:0015408	GO:0015408
GO_EXT:0015410	GO:0015410
GO_EXT:0015411	GO:0015411
GO_EXT:0015412	GO:0015412
GO_EXT:0015413	GO:0015413
GO_EXT:0015414	GO:0015414
GO_EXT:0015415	GO:0015415
GO_EXT:0015416	GO:0015416
GO_EXT:0015417	GO:0015417
GO_EXT:0015418	GO:0015418
GO_EXT:0015419	GO:0015419
GO_EXT:0015420	GO:0015420
GO_EXT:0015421	GO:0015421
GO_EXT:0015422	GO:0015422
GO_EXT:0015423	GO:0015423
GO_EXT:0015424	GO:0015424
GO_EXT:0015425	GO:0015425
GO_EXT:0015426	GO:0015426
GO_EXT:0015430	GO:0015430
GO_EXT:0015431	GO:0015431
GO_EXT:0015432	GO:0015432
GO_EXT:0015433	GO:0015433
GO_EXT:0015434	GO:0015434
GO_EXT:0015436	GO:0015436
GO_EXT:0015437	GO:0015437
GO_EXT:0015438	GO:0015438
GO_EXT:0015439	GO:0015439
GO_EXT:0015440	GO:0015440
GO_EXT:0015441	GO:0015441
GO_EXT:0015444	GO:0015444
GO_EXT:0015445	GO:0015445
GO_EXT:0015446	GO:0015446
GO_EXT:0015450	GO:0015450
GO_EXT:0015451	GO:0015451
GO_EXT:0015452	GO:0015452
GO_EXT:0015453	GO:0015453
GO_EXT:0015454	GO:0015454
GO_EXT:0015459	GO:0015459
GO_EXT:0015462	GO:0015462
GO_EXT:0015464	GO:0015464
GO_EXT:0015467	GO:0015467
GO_EXT:0015471	GO:0015471
GO_EXT:0015473	GO:0015473
GO_EXT:0015474	GO:0015474
GO_EXT:0015475	GO:0015475
GO_EXT:0015476	GO:0015476
GO_EXT:0015478	GO:0015478
GO_EXT:0015481	GO:0015481
GO_EXT:0015483	GO:0015483
GO_EXT:0015485	GO:0015485
GO_EXT:0015486	GO:0015486
GO_EXT:0015487	GO:0015487
GO_EXT:0015488	GO:0015488
GO_EXT:0015489	GO:0015489
GO_EXT:0015490	GO:0015490
GO_EXT:0015491	GO:0015491
GO_EXT:0015492	GO:0015492
GO_EXT:0015493	GO:0015493
GO_EXT:0015494	GO:0015494
GO_EXT:0015495	GO:0015495
GO_EXT:0015496	GO:0015496
GO_EXT:0015498	GO:0015498
GO_EXT:0015499	GO:0015499
GO_EXT:0015501	GO:0015501
GO_EXT:0015503	GO:0015503
GO_EXT:0015504	GO:0015504
GO_EXT:0015505	GO:0015505
GO_EXT:0015506	GO:0015506
GO_EXT:0015513	GO:0015513
GO_EXT:0015514	GO:0015514
GO_EXT:0015515	GO:0015515
GO_EXT:0015516	GO:0015516
GO_EXT:0015517	GO:0015517
GO_EXT:0015518	GO:0015518
GO_EXT:0015519	GO:0015519
GO_EXT:0015520	GO:0015520
GO_EXT:0015522	GO:0015522
GO_EXT:0015523	GO:0015523
GO_EXT:0015526	GO:0015526
GO_EXT:0015527	GO:0015527
GO_EXT:0015528	GO:0015528
GO_EXT:0015529	GO:0015529
GO_EXT:0015530	GO:0015530
GO_EXT:0015531	GO:0015531
GO_EXT:0015532	GO:0015532
GO_EXT:0015533	GO:0015533
GO_EXT:0015535	GO:0015535
GO_EXT:0015537	GO:0015537
GO_EXT:0015538	GO:0015538
GO_EXT:0015539	GO:0015539
GO_EXT:0015540	GO:0015540
GO_EXT:0015541	GO:0015541
GO_EXT:0015542	GO:0015542
GO_EXT:0015544	GO:0015544
GO_EXT:0015545	GO:0015545
GO_EXT:0015546	GO:0015546
GO_EXT:0015547	GO:0015547
GO_EXT:0015548	GO:0015548
GO_EXT:0015549	GO:0015549
GO_EXT:0015550	GO:0015550
GO_EXT:0015551	GO:0015551
GO_EXT:0015552	GO:0015552
GO_EXT:0015553	GO:0015553
GO_EXT:0015554	GO:0015554
GO_EXT:0015556	GO:0015556
GO_EXT:0015557	GO:0015557
GO_EXT:0015558	GO:0015558
GO_EXT:0015561	GO:0015561
GO_EXT:0015562	GO:0015562
GO_EXT:0015563	GO:0015563
GO_EXT:0015565	GO:0015565
GO_EXT:0015566	GO:0015566
GO_EXT:0015567	GO:0015567
GO_EXT:0015568	GO:0015568
GO_EXT:0015569	GO:0015569
GO_EXT:0015571	GO:0015571
GO_EXT:0015572	GO:0015572
GO_EXT:0015573	GO:0015573
GO_EXT:0015574	GO:0015574
GO_EXT:0015575	GO:0015575
GO_EXT:0015576	GO:0015576
GO_EXT:0015577	GO:0015577
GO_EXT:0015578	GO:0015578
GO_EXT:0015591	GO:0015591
GO_EXT:0015592	GO:0015592
GO_EXT:0015593	GO:0015593
GO_EXT:0015594	GO:0015594
GO_EXT:0015595	GO:0015595
GO_EXT:0015598	GO:0015598
GO_EXT:0015599	GO:0015599
GO_EXT:0015603	GO:0015603
GO_EXT:0015604	GO:0015604
GO_EXT:0015605	GO:0015605
GO_EXT:0015606	GO:0015606
GO_EXT:0015607	GO:0015607
GO_EXT:0015608	GO:0015608
GO_EXT:0015609	GO:0015609
GO_EXT:0015610	GO:0015610
GO_EXT:0015611	GO:0015611
GO_EXT:0015612	GO:0015612
GO_EXT:0015614	GO:0015614
GO_EXT:0015615	GO:0015615
GO_EXT:0015616	GO:0015616
GO_EXT:0015619	GO:0015619
GO_EXT:0015620	GO:0015620
GO_EXT:0015621	GO:0015621
GO_EXT:0015622	GO:0015622
GO_EXT:0015623	GO:0015623
GO_EXT:0015624	GO:0015624
GO_EXT:0015625	GO:0015625
GO_EXT:0015626	GO:0015626
GO_EXT:0015631	GO:0015631
GO_EXT:0015633	GO:0015633
GO_EXT:0015634	GO:0015634
GO_EXT:0015635	GO:0015635
GO_EXT:0015636	GO:0015636
GO_EXT:0015638	GO:0015638
GO_EXT:0015639	GO:0015639
GO_EXT:0015640	GO:0015640
GO_EXT:0015643	GO:0015643
GO_EXT:0015645	GO:0015645
