CHEBI:13193	CHEBI_EXT:13193
CHEBI:51374	CHEBI_EXT:51374
CHEBI:51451	CHEBI_EXT:51451
CHEBI:51452	CHEBI_EXT:51452
CHEBI:51577	CHEBI_EXT:51577
CHEBI:52081	CHEBI_EXT:Fura_2
CHEBI:52206	CHEBI_EXT:52206
CHEBI:52208	CHEBI_EXT:52208
CHEBI:52209	CHEBI_EXT:52209
CHEBI:52210	CHEBI_EXT:52210
CHEBI:52211	CHEBI_EXT:52211
CHEBI:52214	CHEBI_GO_EXT:ligand
CHEBI:52215	CHEBI_EXT:52215
CHEBI:52216	CHEBI_EXT:52216
CHEBI:52217	CHEBI_EXT:52217
CHEBI:52271	CHEBI_EXT:52271
CHEBI:52290	CHEBI_EXT:52290
CHEBI:52297	CHEBI_EXT:TO_PRO_3
CHEBI:52303	CHEBI_EXT:52303
CHEBI:52424	CHEBI_EXT:52424
CHEBI:52425	CHEBI_EXT:52425
CHEBI:52629	CHEBI_EXT:52629
CHEBI:52726	CHEBI_EXT:52726
CHEBI:52941	CHEBI_EXT:52941
CHEBI:52943	CHEBI_EXT:52943
CHEBI:53000	CHEBI_SO_EXT:epitope
CHEBI:53121	CHEBI_EXT:53121
CHEBI:53142	CHEBI_EXT:53142
CHEBI:53201	CHEBI_EXT:polycarbonate
CHEBI:53205	CHEBI_EXT:poly_methyl_methacrylate
CHEBI:53242	CHEBI_EXT:vinyl_polymer
CHEBI:53270	CHEBI_EXT:polystyrene
CHEBI:53337	CHEBI_EXT:53337
CHEBI:53353	CHEBI_EXT:53353
CHEBI:53431	CHEBI_EXT:53431
CHEBI:53559	CHEBI_EXT:53559
CHEBI:53656	CHEBI_EXT:polyacrylamide
CHEBI:53659	CHEBI_EXT:53659
CHEBI:53746	CHEBI_EXT:53746
CHEBI:53756	CHEBI_EXT:53756
CHEBI:53784	CHEBI_EXT:53784
CHEBI:5391	CHEBI_PR_EXT:glucagon
CHEBI:55322	CHEBI_EXT:55322
CHEBI:55323	CHEBI_EXT:55323
CHEBI:55324	CHEBI_EXT:55324
CHEBI:55347	CHEBI_EXT:55347
CHEBI:55350	CHEBI_EXT:55350
CHEBI:55351	CHEBI_EXT:55351
CHEBI:59010	CHEBI_EXT:59010
CHEBI:59105	CHEBI_EXT:59105
CHEBI:59107	CHEBI_EXT:59107
CHEBI:59132	CHEBI_EXT:59132
CHEBI:59163	CHEBI_SO_EXT:biomarker
CHEBI:59174	CHEBI_EXT:59174
CHEBI:59229	CHEBI_EXT:59229
CHEBI:5924	CHEBI_EXT:5924
CHEBI:59282	CHEBI_EXT:59282
CHEBI:59283	CHEBI_EXT:59283
CHEBI:59285	CHEBI_EXT:59285
CHEBI:59321	CHEBI_EXT:59321
CHEBI:59499	CHEBI_EXT:59499
CHEBI:59517	CHEBI_EXT:59517
CHEBI:59544	CHEBI_EXT:59544
CHEBI:59647	CHEBI_EXT:59647
CHEBI:59672	CHEBI_EXT:59672
CHEBI:59680	CHEBI_EXT:59680
CHEBI:59683	CHEBI_EXT:59683
CHEBI:59727	CHEBI_EXT:59727
CHEBI:59739	CHEBI_EXT:59739
CHEBI:59740	CHEBI_EXT:59740
CHEBI:59745	CHEBI_EXT:59745
CHEBI:59752	CHEBI_EXT:59752
CHEBI:59826	CHEBI_EXT:59826
CHEBI:59844	CHEBI_EXT:59844
CHEBI:59864	CHEBI_EXT:59864
CHEBI:59886	CHEBI_EXT:59886
CHEBI:59897	CHEBI_EXT:59897
CHEBI:59941	CHEBI_EXT:59941
CHEBI:59997	CHEBI_EXT:59997
CHEBI:59999	CHEBI_EXT:chemical_substance_or_polyatomic_entity
CHEBI:60029	CHEBI_EXT:homopolymer
CHEBI:60030	CHEBI_EXT:poly_vinyl_alcohol
CHEBI:60160	CHEBI_EXT:polyester
CHEBI:60186	CHEBI_EXT:60186
CHEBI:60218	CHEBI_EXT:60218
CHEBI:60258	CHEBI_GO_EXT:peptidase_or_protease_or_proteinase_inhibitor
CHEBI:60280	CHEBI_EXT:60280
CHEBI:60311	CHEBI_EXT:60311
CHEBI:60598	CHEBI_EXT:60598
CHEBI:60599	CHEBI_EXT:60599
CHEBI:60601	CHEBI_EXT:60601
CHEBI:60603	CHEBI_EXT:60603
CHEBI:60605	CHEBI_EXT:60605
CHEBI:60606	CHEBI_EXT:60606
CHEBI:60643	CHEBI_EXT:60643
CHEBI:60646	CHEBI_EXT:60646
CHEBI:60649	CHEBI_EXT:60649
CHEBI:60688	CHEBI_EXT:60688
CHEBI:60746	CHEBI_EXT:acrylic
CHEBI:60766	CHEBI_EXT:polyacrylamide
CHEBI:60788	CHEBI_EXT:60788
CHEBI:60798	CHEBI_EXT:60798
CHEBI:60807	CHEBI_EXT:60807
CHEBI:60809	CHEBI_EXT:60809
CHEBI:60816	CHEBI_EXT:60816
CHEBI:60832	CHEBI_EXT:60832
CHEBI:60901	CHEBI_EXT:60901
CHEBI:61015	CHEBI_EXT:61015
CHEBI:61016	CHEBI_EXT:61016
CHEBI:61026	CHEBI_EXT:61026
CHEBI:61115	CHEBI_GO_EXT:histone_deacetylase_inhibitor
CHEBI:61369	CHEBI_EXT:poly_methyl_methacrylate
CHEBI:61377	CHEBI_EXT:TDP
CHEBI:61433	CHEBI_EXT:polycarbonate
CHEBI:61538	CHEBI_EXT:paraformaldehye
CHEBI:61614	CHEBI_EXT:vinyl_polymer
CHEBI:61642	CHEBI_EXT:polystyrene
CHEBI:61774	CHEBI_EXT:61774
CHEBI:61908	CHEBI_EXT:61908
CHEBI:61950	CHEBI_EXT:61950
CHEBI:61951	CHEBI_EXT:61951
CHEBI:61966	CHEBI_EXT:61966
CHEBI:62049	CHEBI_EXT:62049
CHEBI:62089	CHEBI_EXT:62089
CHEBI:62215	CHEBI_EXT:62215
CHEBI:62434	CHEBI_EXT:62434
CHEBI:62488	CHEBI_EXT:62488
CHEBI:62530	CHEBI_EXT:62530
CHEBI:62608	CHEBI_EXT:62608
CHEBI:62609	CHEBI_EXT:62609
CHEBI:62754	CHEBI_EXT:62754
CHEBI:62803	CHEBI_EXT:62803
CHEBI:62868	CHEBI_EXT:62868
CHEBI:62871	CHEBI_EXT:62871
CHEBI:62872	CHEBI_EXT:62872
CHEBI:62873	CHEBI_EXT:62873
CHEBI:62887	CHEBI_EXT:62887
CHEBI:62913	CHEBI_EXT:62913
CHEBI:62914	CHEBI_EXT:62914
CHEBI:62915	CHEBI_EXT:62915
CHEBI:63046	CHEBI_EXT:63046
CHEBI:63047	CHEBI_EXT:63047
CHEBI:63054	CHEBI_EXT:63054
CHEBI:63060	CHEBI_EXT:63060
CHEBI:63064	CHEBI_EXT:63064
CHEBI:63090	CHEBI_EXT:63090
CHEBI:63114	CHEBI_EXT:63114
CHEBI:63146	CHEBI_EXT:63146
CHEBI:63156	CHEBI_EXT:63156
CHEBI:63157	CHEBI_EXT:63157
CHEBI:63158	CHEBI_EXT:63158
CHEBI:63173	CHEBI_EXT:63173
CHEBI:63175	CHEBI_EXT:63175
CHEBI:63247	CHEBI_EXT:63247
CHEBI:63248	CHEBI_EXT:63248
CHEBI:63330	CHEBI_EXT:63330
CHEBI:63332	CHEBI_EXT:63332
CHEBI:63457	CHEBI_EXT:63457
CHEBI:63490	CHEBI_EXT:63490
CHEBI:63510	CHEBI_EXT:63510
CHEBI:63533	CHEBI_EXT:63533
CHEBI:63550	CHEBI_EXT:TTP
CHEBI:63562	CHEBI_EXT:63562
CHEBI:63673	CHEBI_EXT:63673
CHEBI:63674	CHEBI_EXT:63674
CHEBI:63720	CHEBI_EXT:63720
CHEBI:63721	CHEBI_EXT:63721
CHEBI:63726	CHEBI_EXT:63726
CHEBI:63794	CHEBI_EXT:63794
CHEBI:63908	CHEBI_EXT:63908
CHEBI:63923	CHEBI_EXT:63923
CHEBI:63932	CHEBI_EXT:63932
CHEBI:63936	CHEBI_EXT:63936
CHEBI:63951	CHEBI_EXT:63951
CHEBI:63957	CHEBI_EXT:63957
CHEBI:63958	CHEBI_EXT:63958
CHEBI:63962	CHEBI_EXT:63962
CHEBI:63963	CHEBI_EXT:63963
CHEBI:64018	CHEBI_EXT:64018
CHEBI:64033	CHEBI_EXT:64033
CHEBI:64047	CHEBI_EXT:64047
CHEBI:64049	CHEBI_EXT:64049
CHEBI:64054	CHEBI_EXT:64054
CHEBI:64088	CHEBI_EXT:64088
CHEBI:64102	CHEBI_EXT:64102
CHEBI:64105	CHEBI_EXT:64105
CHEBI:64106	CHEBI_EXT:64106
CHEBI:64133	CHEBI_EXT:64133
CHEBI:64152	CHEBI_EXT:64152
CHEBI:64154	CHEBI_EXT:64154
CHEBI:64155	CHEBI_EXT:64155
CHEBI:64176	CHEBI_EXT:64176
CHEBI:64237	CHEBI_EXT:64237
CHEBI:64297	CHEBI_EXT:64297
CHEBI:64338	CHEBI_EXT:64338
CHEBI:64345	CHEBI_EXT:64345
CHEBI:64370	CHEBI_EXT:64370
CHEBI:64371	CHEBI_EXT:64371
CHEBI:64406	CHEBI_EXT:64406
CHEBI:64411	CHEBI_EXT:64411
CHEBI:64416	CHEBI_EXT:64416
CHEBI:64477	CHEBI_EXT:64477
CHEBI:64482	CHEBI_EXT:phosphatidylcholine
CHEBI:64570	CHEBI_EXT:64570
CHEBI:64571	CHEBI_EXT:64571
CHEBI:64577	CHEBI_EXT:64577
CHEBI:64584	CHEBI_EXT:64584
CHEBI:64588	CHEBI_EXT:64588
CHEBI:64589	CHEBI_EXT:64589
CHEBI:64628	CHEBI_PR_EXT:somatostatin
CHEBI:64645	CHEBI_PR_EXT:amyloid_beta
CHEBI:64646	CHEBI_PR_EXT:amyloid_beta_40
CHEBI:64647	CHEBI_PR_EXT:amyloid_beta_42
CHEBI:64670	CHEBI_EXT:64670
CHEBI:64696	CHEBI_EXT:64696
CHEBI:64697	CHEBI_EXT:64697
CHEBI:64763	CHEBI_EXT:64763
CHEBI:64857	CHEBI_EXT:64857
CHEBI:64909	CHEBI_EXT:64909
CHEBI:64911	CHEBI_EXT:64911
CHEBI:64912	CHEBI_EXT:64912
CHEBI:64915	CHEBI_EXT:64915
CHEBI:64919	CHEBI_EXT:64919
CHEBI:64920	CHEBI_EXT:64920
CHEBI:64922	CHEBI_EXT:64922
CHEBI:64924	CHEBI_EXT:64924
CHEBI:64926	CHEBI_EXT:64926
CHEBI:64932	CHEBI_EXT:64932
CHEBI:64933	CHEBI_EXT:64933
CHEBI:64943	CHEBI_EXT:64943
CHEBI:64946	CHEBI_EXT:64946
CHEBI:64947	CHEBI_EXT:64947
CHEBI:64949	CHEBI_EXT:64949
CHEBI:6495	CHEBI_GO_EXT:lipoprotein_particle
CHEBI:64951	CHEBI_EXT:64951
CHEBI:64952	CHEBI_EXT:64952
CHEBI:64953	CHEBI_EXT:64953
CHEBI:64954	CHEBI_EXT:64954
CHEBI:64955	CHEBI_EXT:64955
CHEBI:64957	CHEBI_EXT:64957
CHEBI:64964	CHEBI_EXT:64964
CHEBI:64995	CHEBI_EXT:64995
CHEBI:64996	CHEBI_EXT:64996
CHEBI:65001	CHEBI_EXT:65001
CHEBI:65023	CHEBI_EXT:65023
CHEBI:65053	CHEBI_EXT:65053
CHEBI:65056	CHEBI_EXT:65056
CHEBI:65057	CHEBI_EXT:65057
CHEBI:65064	CHEBI_EXT:65064
CHEBI:65065	CHEBI_EXT:65065
CHEBI:65190	CHEBI_EXT:65190
CHEBI:65191	CHEBI_EXT:65191
CHEBI:65207	CHEBI_EXT:65207
CHEBI:65232	CHEBI_EXT:65232
CHEBI:65239	CHEBI_EXT:65239
CHEBI:65254	CHEBI_EXT:65254
CHEBI:65255	CHEBI_EXT:65255
CHEBI:65256	CHEBI_EXT:65256
CHEBI:65259	CHEBI_EXT:65259
CHEBI:65265	CHEBI_EXT:65265
CHEBI:66894	CHEBI_EXT:66894
CHEBI:66900	CHEBI_EXT:66900
CHEBI:66902	CHEBI_EXT:66902
CHEBI:66908	CHEBI_EXT:66908
CHEBI:66921	CHEBI_EXT:66921
CHEBI:66956	CHEBI_EXT:66956
CHEBI:66980	CHEBI_EXT:66980
CHEBI:66981	CHEBI_EXT:66981
CHEBI:66987	CHEBI_EXT:66987
CHEBI:66991	CHEBI_EXT:66991
CHEBI:66993	CHEBI_EXT:66993
CHEBI:67072	CHEBI_EXT:67072
CHEBI:67079	CHEBI_EXT:67079
CHEBI:67105	CHEBI_EXT:67105
CHEBI:67114	CHEBI_EXT:67114
CHEBI:67126	CHEBI_EXT:67126
CHEBI:67137	CHEBI_EXT:67137
CHEBI:67170	CHEBI_EXT:67170
CHEBI:67189	CHEBI_EXT:67189
CHEBI:67195	CHEBI_EXT:67195
CHEBI:67198	CHEBI_EXT:67198
CHEBI:67199	CHEBI_EXT:67199
CHEBI:67200	CHEBI_EXT:67200
CHEBI:67208	CHEBI_SO_EXT:double_stranded_RNA
CHEBI:67230	CHEBI_EXT:67230
CHEBI:67231	CHEBI_EXT:67231
CHEBI:67232	CHEBI_EXT:67232
CHEBI:67239	CHEBI_EXT:67239
CHEBI:67267	CHEBI_EXT:67267
CHEBI:67268	CHEBI_EXT:67268
CHEBI:68481	CHEBI_EXT:68481
CHEBI:68494	CHEBI_EXT:68494
CHEBI:68495	CHEBI_EXT:68495
CHEBI:68509	CHEBI_EXT:68509
CHEBI:68542	CHEBI_EXT:68542
CHEBI:68543	CHEBI_EXT:68543
CHEBI:68553	CHEBI_EXT:68553
CHEBI:68557	CHEBI_EXT:68557
CHEBI:68563	CHEBI_EXT:68563
CHEBI:68581	CHEBI_EXT:68581
CHEBI:68612	CHEBI_EXT:68612
CHEBI:68640	CHEBI_EXT:68640
CHEBI:68844	CHEBI_EXT:68844
CHEBI:7044	CHEBI_PR_EXT:myoglobin
CHEBI:70709	CHEBI_EXT:70709
CHEBI:70722	CHEBI_EXT:70722
CHEBI:70724	CHEBI_EXT:70724
CHEBI:70725	CHEBI_EXT:70725
CHEBI:70727	CHEBI_EXT:70727
CHEBI:70728	CHEBI_EXT:70728
CHEBI:70770	CHEBI_EXT:70770
CHEBI:70774	CHEBI_EXT:70774
CHEBI:70781	CHEBI_EXT:70781
CHEBI:70782	CHEBI_EXT:70782
CHEBI:70817	CHEBI_EXT:70817
CHEBI:70821	CHEBI_EXT:70821
CHEBI:70822	CHEBI_EXT:70822
CHEBI:70868	CHEBI_EXT:70868
CHEBI:70982	CHEBI_EXT:70982
CHEBI:70998	CHEBI_EXT:70998
CHEBI:71014	CHEBI_EXT:71014
CHEBI:71027	CHEBI_EXT:71027
CHEBI:71031	CHEBI_EXT:71031
CHEBI:71033	CHEBI_EXT:71033
CHEBI:71168	CHEBI_EXT:71168
CHEBI:71173	CHEBI_EXT:71173
CHEBI:71178	CHEBI_EXT:71178
CHEBI:71181	CHEBI_EXT:71181
CHEBI:71196	CHEBI_EXT:71196
CHEBI:71212	CHEBI_EXT:71212
CHEBI:71232	CHEBI_EXT:71232
CHEBI:71300	CHEBI_EXT:71300
CHEBI:71338	CHEBI_EXT:71338
CHEBI:71476	CHEBI_EXT:71476
CHEBI:71551	CHEBI_EXT:71551
CHEBI:71554	CHEBI_EXT:71554
CHEBI:71692	CHEBI_EXT:71692
CHEBI:71942	CHEBI_EXT:71942
CHEBI:71951	CHEBI_EXT:71951
CHEBI:72294	CHEBI_EXT:72294
CHEBI:72298	CHEBI_EXT:72298
CHEBI:72311	CHEBI_EXT:72311
CHEBI:72316	CHEBI_EXT:72316
CHEBI:72470	CHEBI_EXT:72470
CHEBI:72483	CHEBI_EXT:72483
CHEBI:72571	CHEBI_EXT:72571
CHEBI:72575	CHEBI_EXT:72575
CHEBI:72716	CHEBI_EXT:72716
CHEBI:72768	CHEBI_EXT:72768
CHEBI:72771	CHEBI_EXT:72771
CHEBI:72773	CHEBI_EXT:72773
CHEBI:72774	CHEBI_EXT:72774
CHEBI:72854	CHEBI_EXT:72854
CHEBI:73136	CHEBI_EXT:73136
CHEBI:73181	CHEBI_EXT:73181
CHEBI:73182	CHEBI_EXT:73182
CHEBI:73189	CHEBI_EXT:73189
CHEBI:73190	CHEBI_EXT:73190
CHEBI:73191	CHEBI_EXT:73191
CHEBI:73192	CHEBI_EXT:73192
CHEBI:73193	CHEBI_EXT:73193
CHEBI:73196	CHEBI_EXT:73196
CHEBI:73214	CHEBI_EXT:73214
CHEBI:73216	CHEBI_EXT:73216
CHEBI:73240	CHEBI_EXT:73240
CHEBI:73263	CHEBI_EXT:73263
CHEBI:73267	CHEBI_EXT:73267
CHEBI:73273	CHEBI_EXT:73273
CHEBI:73296	CHEBI_EXT:73296
CHEBI:73310	CHEBI_EXT:73310
CHEBI:73311	CHEBI_EXT:73311
CHEBI:73319	CHEBI_EXT:73319
CHEBI:73333	CHEBI_EXT:73333
CHEBI:73334	CHEBI_EXT:73334
CHEBI:73335	CHEBI_EXT:73335
CHEBI:73336	CHEBI_EXT:73336
CHEBI:73352	CHEBI_EXT:73352
CHEBI:73354	CHEBI_EXT:73354
CHEBI:73360	CHEBI_EXT:73360
CHEBI:73361	CHEBI_EXT:73361
CHEBI:73413	CHEBI_EXT:73413
CHEBI:73416	CHEBI_EXT:73416
CHEBI:73417	CHEBI_EXT:73417
CHEBI:73618	CHEBI_EXT:73618
CHEBI:73623	CHEBI_EXT:73623
CHEBI:73668	CHEBI_EXT:73668
CHEBI:73730	CHEBI_EXT:73730
CHEBI:73911	CHEBI_EXT:73911
CHEBI:73913	CHEBI_EXT:73913
CHEBI:73966	CHEBI_EXT:73966
CHEBI:74136	CHEBI_EXT:74136
CHEBI:74152	CHEBI_EXT:74152
CHEBI:74213	CHEBI_EXT:74213
CHEBI:74234	CHEBI_EXT:74234
CHEBI:74236	CHEBI_EXT:74236
CHEBI:74352	CHEBI_EXT:74352
CHEBI:74440	CHEBI_EXT:74440
CHEBI:74518	CHEBI_EXT:74518
CHEBI:74520	CHEBI_EXT:74520
CHEBI:74529	CHEBI_EXT:74529
CHEBI:74530	CHEBI_EXT:74530
CHEBI:74570	CHEBI_EXT:74570
CHEBI:74783	CHEBI_EXT:74783
CHEBI:74886	CHEBI_EXT:74886
CHEBI:74914	CHEBI_EXT:74914
CHEBI:74925	CHEBI_EXT:74925
CHEBI:74949	CHEBI_EXT:74949
CHEBI:74956	CHEBI_EXT:phosphotyrosine
CHEBI:75047	CHEBI_EXT:75047
CHEBI:75050	CHEBI_EXT:75050
CHEBI:75174	CHEBI_EXT:75174
CHEBI:75190	CHEBI_EXT:75190
CHEBI:75252	CHEBI_EXT:75252
CHEBI:75282	CHEBI_EXT:75282
CHEBI:75298	CHEBI_EXT:75298
CHEBI:75324	CHEBI_EXT:75324
CHEBI:75325	CHEBI_EXT:75325
CHEBI:75358	CHEBI_EXT:75358
CHEBI:75380	CHEBI_EXT:75380
CHEBI:75381	CHEBI_EXT:75381
CHEBI:75414	CHEBI_EXT:75414
CHEBI:75416	CHEBI_EXT:75416
CHEBI:75429	CHEBI_EXT:75429
CHEBI:75436	CHEBI_PR_EXT:gastrin
CHEBI:75495	CHEBI_EXT:75495
CHEBI:75595	CHEBI_EXT:75595
CHEBI:75596	CHEBI_EXT:75596
CHEBI:75598	CHEBI_EXT:75598
CHEBI:75599	CHEBI_EXT:75599
CHEBI:75600	CHEBI_EXT:75600
CHEBI:75603	CHEBI_GO_EXT:ligase_inhibitor
CHEBI:75604	CHEBI_EXT:75604
CHEBI:75605	CHEBI_EXT:75605
CHEBI:75763	CHEBI_EXT:75763
CHEBI:75767	CHEBI_EXT:75767
CHEBI:75768	CHEBI_EXT:75768
CHEBI:75769	CHEBI_EXT:75769
CHEBI:75771	CHEBI_EXT:75771
CHEBI:75772	CHEBI_EXT:75772
CHEBI:75787	CHEBI_EXT:75787
CHEBI:75835	CHEBI_EXT:75835
CHEBI:75968	CHEBI_EXT:75968
CHEBI:76022	CHEBI_EXT:76022
CHEBI:76206	CHEBI_EXT:76206
CHEBI:76219	CHEBI_EXT:76219
CHEBI:76395	CHEBI_EXT:76395
CHEBI:76413	CHEBI_EXT:76413
CHEBI:76414	CHEBI_EXT:76414
CHEBI:76498	CHEBI_EXT:76498
CHEBI:76507	CHEBI_EXT:76507
CHEBI:76531	CHEBI_EXT:76531
CHEBI:76595	CHEBI_EXT:76595
CHEBI:76617	CHEBI_EXT:76617
CHEBI:76648	CHEBI_EXT:76648
CHEBI:76655	CHEBI_EXT:76655
CHEBI:76660	CHEBI_EXT:76660
CHEBI:76661	CHEBI_EXT:76661
CHEBI:76662	CHEBI_EXT:76662
CHEBI:76663	CHEBI_EXT:76663
CHEBI:76665	CHEBI_EXT:76665
CHEBI:76668	CHEBI_EXT:76668
CHEBI:76676	CHEBI_EXT:76676
CHEBI:76677	CHEBI_EXT:76677
CHEBI:76681	CHEBI_EXT:76681
CHEBI:76692	CHEBI_EXT:76692
CHEBI:76693	CHEBI_EXT:76693
CHEBI:76694	CHEBI_EXT:76694
CHEBI:76695	CHEBI_EXT:76695
CHEBI:76696	CHEBI_EXT:76696
CHEBI:76697	CHEBI_EXT:76697
CHEBI:76706	CHEBI_EXT:76706
CHEBI:76707	CHEBI_EXT:76707
CHEBI:76708	CHEBI_EXT:76708
CHEBI:76710	CHEBI_EXT:76710
CHEBI:76711	CHEBI_EXT:76711
CHEBI:76712	CHEBI_EXT:76712
CHEBI:76713	CHEBI_EXT:76713
CHEBI:76714	CHEBI_EXT:76714
CHEBI:76715	CHEBI_EXT:76715
CHEBI:76716	CHEBI_EXT:76716
CHEBI:76717	CHEBI_EXT:76717
CHEBI:76718	CHEBI_EXT:76718
CHEBI:76720	CHEBI_EXT:76720
CHEBI:76725	CHEBI_EXT:76725
CHEBI:76726	CHEBI_EXT:76726
CHEBI:76727	CHEBI_EXT:76727
CHEBI:76729	CHEBI_EXT:76729
CHEBI:76730	CHEBI_EXT:76730
CHEBI:76731	CHEBI_EXT:76731
CHEBI:76733	CHEBI_EXT:76733
CHEBI:76734	CHEBI_EXT:76734
CHEBI:76735	CHEBI_EXT:76735
CHEBI:76736	CHEBI_EXT:76736
CHEBI:76737	CHEBI_EXT:76737
CHEBI:76738	CHEBI_EXT:76738
CHEBI:76739	CHEBI_EXT:76739
CHEBI:76740	CHEBI_EXT:76740
CHEBI:76741	CHEBI_EXT:76741
CHEBI:76742	CHEBI_EXT:76742
CHEBI:76743	CHEBI_EXT:76743
CHEBI:76744	CHEBI_EXT:76744
CHEBI:76745	CHEBI_EXT:76745
CHEBI:76746	CHEBI_EXT:76746
CHEBI:76747	CHEBI_EXT:76747
CHEBI:76748	CHEBI_EXT:76748
CHEBI:76750	CHEBI_EXT:76750
CHEBI:76752	CHEBI_EXT:76752
CHEBI:76753	CHEBI_EXT:76753
CHEBI:76755	CHEBI_EXT:76755
CHEBI:76757	CHEBI_EXT:76757
CHEBI:76759	CHEBI_EXT:76759
CHEBI:76760	CHEBI_EXT:76760
CHEBI:76761	CHEBI_EXT:76761
CHEBI:76762	CHEBI_EXT:76762
CHEBI:76764	CHEBI_EXT:76764
CHEBI:76766	CHEBI_EXT:76766
CHEBI:76767	CHEBI_EXT:76767
CHEBI:76768	CHEBI_EXT:76768
CHEBI:76769	CHEBI_EXT:76769
CHEBI:76770	CHEBI_EXT:76770
CHEBI:76771	CHEBI_EXT:76771
CHEBI:76772	CHEBI_EXT:76772
CHEBI:76773	CHEBI_EXT:76773
CHEBI:76775	CHEBI_EXT:76775
CHEBI:76779	CHEBI_EXT:76779
CHEBI:76782	CHEBI_EXT:76782
CHEBI:76785	CHEBI_EXT:76785
CHEBI:76787	CHEBI_EXT:76787
CHEBI:76788	CHEBI_EXT:76788
CHEBI:76789	CHEBI_EXT:76789
CHEBI:76790	CHEBI_EXT:76790
CHEBI:76791	CHEBI_EXT:76791
CHEBI:76795	CHEBI_EXT:76795
CHEBI:76796	CHEBI_EXT:76796
CHEBI:76797	CHEBI_EXT:76797
CHEBI:76798	CHEBI_EXT:76798
CHEBI:76807	CHEBI_EXT:76807
CHEBI:76808	CHEBI_EXT:76808
CHEBI:76809	CHEBI_EXT:76809
CHEBI:76811	CHEBI_EXT:76811
CHEBI:76812	CHEBI_EXT:76812
CHEBI:76815	CHEBI_EXT:76815
CHEBI:76816	CHEBI_EXT:76816
CHEBI:76817	CHEBI_EXT:76817
CHEBI:76818	CHEBI_EXT:76818
CHEBI:76822	CHEBI_EXT:76822
CHEBI:76823	CHEBI_EXT:76823
CHEBI:76824	CHEBI_EXT:76824
CHEBI:76827	CHEBI_EXT:76827
CHEBI:76828	CHEBI_EXT:76828
CHEBI:76829	CHEBI_EXT:76829
CHEBI:76830	CHEBI_EXT:76830
CHEBI:76831	CHEBI_EXT:76831
CHEBI:76832	CHEBI_EXT:76832
CHEBI:76834	CHEBI_EXT:76834
CHEBI:76835	CHEBI_EXT:76835
CHEBI:76836	CHEBI_EXT:76836
CHEBI:76837	CHEBI_EXT:76837
CHEBI:76838	CHEBI_EXT:76838
CHEBI:76840	CHEBI_EXT:76840
CHEBI:76841	CHEBI_EXT:76841
CHEBI:76843	CHEBI_EXT:76843
CHEBI:76845	CHEBI_EXT:76845
CHEBI:76847	CHEBI_EXT:76847
CHEBI:76848	CHEBI_EXT:76848
CHEBI:76850	CHEBI_EXT:76850
CHEBI:76852	CHEBI_EXT:76852
CHEBI:76853	CHEBI_EXT:76853
CHEBI:76857	CHEBI_EXT:76857
CHEBI:76858	CHEBI_EXT:76858
CHEBI:76859	CHEBI_EXT:76859
CHEBI:76860	CHEBI_EXT:76860
CHEBI:76861	CHEBI_EXT:76861
CHEBI:76862	CHEBI_EXT:76862
CHEBI:76863	CHEBI_EXT:76863
CHEBI:76866	CHEBI_EXT:76866
CHEBI:76867	CHEBI_EXT:76867
CHEBI:76869	CHEBI_EXT:76869
CHEBI:76870	CHEBI_EXT:76870
CHEBI:76871	CHEBI_EXT:76871
CHEBI:76874	CHEBI_EXT:76874
CHEBI:76876	CHEBI_EXT:76876
CHEBI:76877	CHEBI_EXT:76877
CHEBI:76878	CHEBI_EXT:76878
CHEBI:76879	CHEBI_EXT:76879
CHEBI:76881	CHEBI_EXT:76881
CHEBI:76882	CHEBI_EXT:76882
CHEBI:76883	CHEBI_EXT:76883
CHEBI:76885	CHEBI_EXT:76885
CHEBI:76891	CHEBI_EXT:76891
CHEBI:76893	CHEBI_EXT:76893
CHEBI:76895	CHEBI_EXT:76895
CHEBI:76898	CHEBI_EXT:76898
CHEBI:76902	CHEBI_EXT:76902
CHEBI:76906	CHEBI_EXT:76906
CHEBI:76907	CHEBI_EXT:76907
CHEBI:76916	CHEBI_EXT:76916
CHEBI:76920	CHEBI_EXT:76920
CHEBI:76924	CHEBI_EXT:76924
CHEBI:76926	CHEBI_EXT:76926
CHEBI:76932	CHEBI_EXT:76932
CHEBI:76938	CHEBI_EXT:76938
CHEBI:76939	CHEBI_EXT:76939
CHEBI:76940	CHEBI_EXT:76940
CHEBI:76946	CHEBI_EXT:76946
CHEBI:76956	CHEBI_EXT:76956
CHEBI:76960	CHEBI_EXT:76960
CHEBI:76964	CHEBI_EXT:76964
CHEBI:76967	CHEBI_EXT:76967
CHEBI:76968	CHEBI_EXT:76968
CHEBI:76969	CHEBI_EXT:76969
CHEBI:76971	CHEBI_EXT:76971
CHEBI:76973	CHEBI_EXT:76973
CHEBI:76976	CHEBI_EXT:76976
CHEBI:76977	CHEBI_EXT:76977
CHEBI:76988	CHEBI_EXT:76988
CHEBI:76989	CHEBI_EXT:76989
CHEBI:76990	CHEBI_EXT:76990
CHEBI:76998	CHEBI_EXT:76998
CHEBI:77019	CHEBI_EXT:77019
CHEBI:77020	CHEBI_EXT:77020
CHEBI:77022	CHEBI_EXT:77022
CHEBI:77023	CHEBI_EXT:77023
CHEBI:77024	CHEBI_EXT:77024
CHEBI:77034	CHEBI_EXT:77034
